ticker,company_name,sector,industry,current_price,market_cap,forward_pe,trailing_pe,peg_ratio,price_to_sales,price_to_book,ev_to_revenue,ev_to_ebitda,total_revenue,net_income,profit_margin,operating_margin,gross_margin,revenue_growth,dividend_yield,beta,eps
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,179.06,13480941568,21.506693,28.332277,,3.940298,3.3478544,4.307,16.068,3421299968.0,478100000.0,0.13974,0.21418,0.44556,0.101,1.59,0.999,6.32
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,249.5,72729247744,22.082499,24.2233,,4.5790625,22.56285,5.062,17.505,15882999808.0,3025999872.0,0.19052,0.27667,0.43927,0.023,2.58,1.151,10.3
INCY,Incyte,Health Care,Biotechnology,101.42,19911049216,13.248026,17.18983,,4.136841,4.276618,3.537,12.854,4813105152.0,1188583040.0,0.24695,0.31633,0.56488997,0.2,,0.815,5.9
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,79.76,31700813824,22.300571,59.081482,,4.2504077,3.1131928,4.725,17.881,7458299904.0,545100032.0,0.07309,0.20476,0.43723,0.051,0.1,1.326,1.35
PODD,Insulet Corporation,Health Care,Health Care Equipment,282.92,19915456512,45.747738,82.72515,,7.8973184,14.378939,8.018,39.579,2521799936.0,246200000.0,0.097629994,0.16664,0.70929,0.299,,1.375,3.42
IBKR,Interactive Brokers,Financials,Investment Banking & Brokerage,67.23,114286804992,28.52161,32.478264,,19.060507,5.863423,-7.202,,5996000256.0,917000000.0,0.15293999,0.79225,0.91894996,0.232,0.48,1.258,2.07
INTC,Intel,Information Technology,Semiconductors,39.38,187842592768,66.13042,656.3334,,3.5150843,1.764337,4.001,20.486,53439000576.0,198000000.0,0.0037099998,0.06284,0.33023,0.028,,1.344,0.06
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,159.99,91581972480,21.265625,29.142078,,9.3930235,3.1836908,11.277,18.11,9749999616.0,3161999872.0,0.32431,0.49067003,1.0,0.026,1.2,1.052,5.49
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,68.03,17435209728,15.216175,,,1.5747119,1.2243539,2.125,13.451,11072000000.0,-472000000.0,-0.042630002,0.091309994,0.36380002,-0.079,2.35,1.042,-1.85
INTU,Intuit,Information Technology,Application Software,629.46,175241674752,23.845776,43.29161,,9.017736,9.073036,,,19433000960.0,4118000128.0,0.21191,0.15697,0.80728996,0.41,0.71,1.267,14.54
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,561.98,201456615424,57.649555,74.04216,,20.958864,11.78081,20.227,56.984,9612000256.0,2746899968.0,0.28577998,0.30326,0.66376996,0.229,,1.686,7.59
IVZ,Invesco,Financials,Asset Management & Custody Banks,26.94,12014264320,10.721322,18.32653,,1.9136784,1.0905559,2.619,13.073,6278099968.0,669200000.0,0.16691,0.16514,0.28311002,0.082,3.12,1.64,1.47
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,40.25,21253541888,18.312101,,,0.8734093,1.2269845,1.27,15.024,24334000128.0,-555000000.0,-0.05256,-0.03375,0.29444,0.564,4.6,1.056,-1.18
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,27.72,16992930816,36.92849,29.178947,,6.317965,1.7653801,9.347,17.001,2689620992.0,585596992.0,0.21805,0.27131,0.58429,0.065,4.33,0.834,0.95
IQV,IQVIA,Health Care,Life Sciences Tools & Services,225.37,38380511232,17.41837,30.957417,,2.4132614,6.2306814,3.256,17.695,15904000000.0,1283000064.0,0.08067001,0.13976,0.33778,0.052,,1.369,7.28
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,196.78,19048161280,27.856855,34.103985,,1.5809153,5.2457876,1.708,13.137,12048818176.0,572667008.0,0.04753,0.07948,0.189,-0.005,0.89,1.276,5.77
JBL,Jabil,Information Technology,Electronic Manufacturing Services,240.39,25682626560,17.724699,37.61972,,0.8254629,19.137808,0.885,11.981,31113000960.0,703000000.0,0.0226,0.04479,0.089420006,0.187,0.13,1.263,6.39
IRM,Iron Mountain,Real Estate,Other Specialized REITs,83.24,24604870656,36.736275,154.14813,,3.7056372,-27.886097,6.549,19.467,6639848960.0,159252992.0,0.02398,0.20792,0.55632997,0.126,4.15,1.148,0.54
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,207.35,499567362048,17.992182,20.033815,,5.4213,6.2934413,5.717,16.503,92148998144.0,25119000576.0,0.27259,0.30200002,0.68355006,0.068,2.51,0.349,10.35
JCI,Johnson Controls,Industrials,Building Products,122.31,80037888000,22.899305,46.5057,,3.392011,5.7821584,3.627,22.305,23595999232.0,1720999936.0,0.13947,0.15306,0.36413,0.031,1.31,1.417,2.63
J,Jacobs Solutions,Industrials,Construction & Engineering,135.35,16072699904,16.948645,52.25869,,1.3360757,4.4269643,1.544,14.682,12029783040.0,314214016.0,0.02405,0.105170004,0.24813,,0.95,0.79,2.59
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,178.35,12959839232,26.155283,27.104864,,5.357422,5.9531364,5.35,19.64,2419044096.0,480543008.0,0.19865,0.28549,0.43535998,0.073,1.3,0.733,6.58
JPM,JPMorgan Chase,Financials,Diversified Banks,325.48,894989893632,15.366225,16.128841,,5.351882,2.604736,3.846,,167228997632.0,56660000768.0,0.347,0.43708,0.0,0.088,1.84,1.075,20.18
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,206.59,35495698432,22.289955,41.153385,,6.603851,6.0163665,6.772,29.984,5375000064.0,869000000.0,0.15814,0.15292,0.62084,0.103,,1.196,5.02
KEY,KeyCorp,Financials,Regional Banks,20.98,22929451008,11.736603,25.901234,,3.86408,1.3265048,5.931,,5934000128.0,932000000.0,0.18115999,0.33839,0.0,2.026,3.91,1.101,0.81
KMB,Kimberly-Clark,Consumer Staples,Household Products,101.4,33653962752,13.237494,17.157362,,1.7062443,25.261585,2.054,10.361,19723999232.0,1971000064.0,0.09983,0.16699,0.35647,0.001,4.97,0.26,5.91
KVUE,Kenvue,Consumer Staples,Personal Care Products,17.32,33183469568,15.652394,23.093332,,2.2113469,3.1201584,2.742,11.621,15006000128.0,1432999936.0,0.0955,0.19288,0.5833,-0.035,4.79,0.558,0.75
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,27.73,37673508864,12.770386,23.905172,,2.3292634,1.487661,3.449,12.977,16174000128.0,1582000000.0,0.09781,0.23107,0.54761004,0.107,3.32,0.359,1.16
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,27.71,61648105472,20.030792,22.713114,,3.755367,2.0055003,5.823,13.931,16416000000.0,2712000000.0,0.16612,0.25639,0.49123,0.121,4.22,0.667,1.22
KKR,KKR & Co.,Financials,Asset Management & Custody Banks,128.9,119351336960,18.971283,54.15966,,5.3651457,4.221385,7.779,,22245685248.0,2271944960.0,0.10564,0.30958,0.57977,0.132,0.57,1.997,2.38
KIM,Kimco Realty,Real Estate,Retail REITs,20.06,13584534528,25.511566,24.168674,,6.3985724,1.2954472,10.353,16.912,2123057024.0,561379968.0,0.28243,0.34331,0.69026,0.056,5.18,1.064,0.83
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,1274.47,167827980288,30.26144,40.002197,,13.40017,33.62274,13.483,30.01,12524316672.0,4236832000.0,0.33828998,0.41661,0.61294997,0.13,0.6,1.437,31.86
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,24.39,28869357568,9.695461,,,1.1472484,0.6966979,1.87,7.835,25163999232.0,-4366000128.0,-0.1735,0.17637,0.33735,-0.023,6.56,0.073,-3.71
LH,Labcorp,Health Care,Health Care Services,251.66,20912947200,14.362171,24.696762,,1.5192511,2.4017484,1.952,13.682,13765300224.0,855200000.0,0.062129997,0.11314999,0.28445,0.086,1.14,0.961,10.19
LHX,L3Harris,Industrials,Aerospace & Defense,304.48,56966627328,24.527344,32.77503,,2.6203601,2.9177048,3.149,16.791,21739999232.0,1759000064.0,0.08091,0.12882,0.25649,0.069,1.58,0.656,9.29
KR,Kroger,Consumer Staples,Food Retail,62.96,41722220544,11.876085,55.716812,,0.28339085,5.102934,0.464,8.406,147225001984.0,781000000.0,0.0053600003,0.03101,0.24024001,0.007,2.22,0.577,1.13
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,185.06,233366634496,32.83103,40.852097,,11.911451,22.861025,11.751,33.564,19591788544.0,5810433024.0,0.29657,0.34354,0.49313,0.277,0.56,1.781,4.53
LW,Lamb Weston,Consumer Staples,Packaged Foods & Meats,42.29,5893216256,13.920663,15.322464,,0.91034603,3.3475816,1.504,7.908,6473600000.0,392300000.0,0.060599998,0.09474,0.22104,0.011,3.59,0.43,2.76
LLY,Lilly (Eli),Health Care,Pharmaceuticals,1080.36,968495988736,33.111946,52.90695,,16.299213,40.676205,16.83,34.811,59419799552.0,18412099584.0,0.30986,0.48294,0.83029,0.539,0.58,0.369,20.42
LEN,Lennar,Consumer Discretionary,Homebuilding,104.22,25739311104,10.554929,13.06015,,0.75289905,1.1977246,0.666,7.994,34186934272.0,2078178944.0,0.06079,0.078779995,0.18267,-0.058,1.92,1.401,7.98
LDOS,Leidos,Industrials,Diversified Support Services,183.47,23538712576,14.905923,17.130718,,1.3581071,4.7784867,1.602,11.888,17332000768.0,1404999936.0,0.08106,0.11971,0.17615,0.067,0.94,0.589,10.71
LII,Lennox International,Industrials,Building Products,498.91,17523855360,20.212885,21.09556,,3.278367,16.352343,3.519,16.205,5345299968.0,841400000.0,0.15741,0.21340999,0.33205003,-0.048,1.04,1.16,23.65
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,65.21,44763639808,20.49591,29.373873,,3.6500034,28.144152,4.636,13.362,12263999488.0,1556000000.0,0.12687999,0.23627001,0.79810995,0.242,1.53,0.967,2.22
LMT,Lockheed Martin,Industrials,Aerospace & Defense,497.07,116048478208,17.015312,27.707357,,1.5821413,18.496317,1.823,18.429,73348997120.0,4200000000.0,0.05726,0.11693,0.08252,0.088,2.78,0.241,17.94
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,145.31,33742325760,73.12004,105.2971,,1.3733424,64.12621,1.54,17.352,24569493504.0,322208000.0,0.03659,0.09149,0.25144,0.111,,1.222,1.38
L,Loews Corporation,Financials,Multi-line Insurance,104.66,21709248512,36.089657,15.168117,,1.1885059,1.184084,1.4,8.782,18265999360.0,1452000000.0,0.07949,0.16677,0.36587003,0.046,0.24,0.616,6.9
LIN,Linde plc,Materials,Industrial Gases,429.11,201213771776,24.056892,28.741459,,6.0056643,5.188817,6.664,16.978,33504000000.0,7093000192.0,0.21170999,0.2794,0.48776,0.031,1.4,0.858,14.93
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,246.89,138493313024,19.01566,20.454847,,1.64374,-13.341078,2.167,14.698,84254998528.0,6760999936.0,0.08045,0.1192,0.3359,0.032,1.94,0.956,12.07
LYB,LyondellBasell,Materials,Specialty Chemicals,44.39,14287940608,12.848975,,,0.37820795,1.3478882,0.687,10.37,37778001920.0,-1304999936.0,-0.03198,0.06044,0.08163,-0.102,12.35,0.744,-4.03
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",210.81,24999780352,16.703842,14.659945,,2.2576637,5.5210433,2.299,8.671,11073296384.0,1740715008.0,0.15720001,0.16988,0.58413,0.071,,1.012,14.38
MTB,M&T Bank,Financials,Regional Banks,204.04,31885187072,10.920971,12.59506,,3.5115843,1.1971719,3.323,,9080000512.0,2624999936.0,0.3054,0.43886003,0.0,0.08,2.94,0.604,16.2
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,165.14,50205917184,11.610927,17.568087,,0.37584627,2.9073431,0.659,10.609,133580996608.0,2879000064.0,0.02158,0.049689997,0.093109995,-0.008,2.42,0.716,9.4
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",313.41,85077598208,27.549694,33.13002,,12.376724,-27.069443,14.593,21.807,6873999872.0,2611000064.0,0.37984002,0.65933996,0.81554,0.056,0.86,1.156,9.46
MMC,Marsh McLennan,Financials,Insurance Brokers,182.47,89706635264,17.675943,21.878897,,3.3911705,5.900595,4.102,14.038,26453000192.0,4127000064.0,0.15601,0.19240999,0.43953,0.115,1.97,0.751,8.34
MAS,Masco,Industrials,Building Products,64.47,13497673728,15.300782,16.488491,,1.776711,-171.46277,2.139,11.23,7597000192.0,827000000.0,0.10885999,0.15806,0.35777,-0.033,1.92,1.272,3.91
MTCH,Match Group,Communication Services,Interactive Media & Services,31.74,7637346816,8.47202,14.831775,,2.201366,-33.874065,3.048,10.038,3469367040.0,562092992.0,0.16202,0.30826,0.72330004,0.021,2.39,1.35,2.14
MA,Mastercard,Financials,Transaction & Payment Processing Services,563.13,509076176896,29.464735,35.95977,,16.1745,64.13051,16.332,26.21,31473999872.0,14250000384.0,0.45275003,0.598,1.0,0.167,0.62,0.868,15.66
MLM,Martin Marietta Materials,Materials,Construction Materials,634.44,38261264384,28.578766,32.56879,,5.542701,3.9302707,6.39,18.964,6903000064.0,1184000000.0,0.16688,0.27898002,0.30552,0.124,0.52,1.16,19.48
MRK,Merck & Co.,Health Care,Pharmaceuticals,106.45,265889021952,12.86806,14.0806875,,4.139317,5.1067405,4.475,9.118,64234999808.0,19033999360.0,0.29632,0.40802,0.77852,0.037,3.19,0.299,7.56
MCD,McDonald's,Consumer Discretionary,Restaurants,303.26,216407687168,22.923794,25.897524,,8.239708,-99.855125,10.257,18.849,26264000512.0,8415000064.0,0.3204,0.46905997,0.57425,0.03,2.45,0.521,11.71
MCK,McKesson Corporation,Health Care,Health Care Distributors,823.44,102423085056,18.792942,25.77277,,0.26459488,-58.716484,0.281,16.712,387093987328.0,4032999936.0,0.01042,0.013739999,0.03442,0.101,0.4,0.383,31.95
MDT,Medtronic,Health Care,Health Care Equipment,96.05,123195277312,15.7062,26.02981,,3.5443718,2.5308952,4.146,15.054,34758000640.0,4764000256.0,0.13706,0.20299,0.65576,0.066,2.96,0.723,3.69
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,67.28,18056314880,20.808075,23.36111,,2.6600738,3.1386452,3.293,17.294,6787899904.0,778000000.0,0.11462,0.17091,0.38231,0.027,2.85,0.621,2.88
META,Meta Platforms,Communication Services,Interactive Media & Services,650.41,1639376355328,21.382032,28.817455,,8.65298,8.449077,8.688,16.728,189458006016.0,58527997952.0,0.30892,0.40075,0.82013,0.262,0.32,1.273,22.57
MCHP,Microchip Technology,Information Technology,Semiconductors,65.03,35145256960,26.081795,,,8.343286,5.249011,9.572,46.197,4212400128.0,-242900000.0,-0.04394,0.08347999,0.54057,-0.02,2.8,1.463,-0.46
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,1411.39,29073278976,30.861137,35.21432,,7.3756523,-115.69719,7.866,25.852,3941790976.0,835729024.0,0.21202,0.28497,0.59731996,0.079,,1.4,40.08
MET,MetLife,Financials,Life & Health Insurance,80.32,53414891520,8.043116,15.126177,,0.7425748,1.8335388,0.999,12.647,71932002304.0,3633999872.0,0.053400002,0.0701,0.24260001,-0.059,2.83,0.756,5.31
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,36.49,9980250112,17.098543,182.45001,,0.57759494,3.712106,2.311,17.264,17278978048.0,67177000.0,0.00403,0.051620003,0.44646,0.016,,1.481,0.2
MOH,Molina Healthcare,Health Care,Managed Health Care,178.46,9672531968,12.964983,10.988916,,0.22577217,2.1716802,0.107,3.142,42842001408.0,883000000.0,0.020610001,0.01249,0.104729995,0.116,,0.516,16.24
MU,Micron Technology,Information Technology,Semiconductors,315.42,355008151552,8.008226,29.925997,,8.390247,6.0395207,8.442,16.065,42311999488.0,11909000192.0,0.28146,0.44974998,0.45308998,0.567,0.15,1.548,10.54
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,139.13,16699969536,40.210983,29.476698,,7.579175,2.7997344,9.828,17.489,2203401984.0,552176000.0,0.25233,0.27229,0.58661,0.006,4.4,0.77,4.72
MRNA,Moderna,Health Care,Biotechnology,30.86,12058040320,-4.4178553,,,5.402348,1.2932696,3.713,-2.546,2232000000.0,-3116000000.0,-1.39606,-0.25591,-1.07616,-0.454,,1.113,-8.06
MSFT,Microsoft,Information Technology,Systems Software,472.94,3515441741824,25.23372,33.66121,,11.964935,9.683456,12.026,21.23,293812011008.0,104912003072.0,0.35707,0.48873,0.68764,0.184,0.77,1.07,14.05
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,47.4,9373625344,8.532731,,,0.83588594,0.9072986,1.355,6.304,11214000128.0,-2090099968.0,-0.18638,0.16489,0.38736,-0.023,3.97,0.444,-10.48
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,498.98,89496379392,30.546324,40.175526,,11.931259,22.49583,12.581,26.367,7501000192.0,2244000000.0,0.29916,0.46886003,0.7375,0.107,0.75,1.453,12.42
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,936.31,44855803904,44.957798,24.038767,,16.856943,12.571294,16.387,58.9,2660968960.0,1895154048.0,0.7122,0.26477,0.55239,0.189,0.67,1.472,38.95
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,53.65,69420179456,17.03856,20.093634,,1.8440744,2.6444204,2.387,15.995,37645000704.0,3531000064.0,0.0938,0.10837,0.31053,0.059,3.73,0.397,2.67
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,76.16,74409934848,34.024303,43.272728,,9.330012,9.606459,9.014,28.899,7975330816.0,1726952960.0,0.21654,0.30738002,0.55813,0.168,,0.477,1.76
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,25.02,7941544960,9.549254,6.4818654,,0.6676597,0.62136793,1.072,5.574,11894599680.0,1229200000.0,0.10334,0.11958,0.15647,0.228,3.52,0.948,3.86
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,181.9,290373468160,17.21946,18.65641,,4.2370496,2.8880808,2.863,,68531998720.0,15562999808.0,0.23606001,0.38872,0.86797,0.191,2.2,1.215,9.75
MSCI,MSCI Inc.,Financials,Financial Exchanges & Data,565.25,43730698240,29.214075,35.843372,,14.312407,-22.179712,15.619,26.951,3055439872.0,1223150976.0,0.40032002,0.56425,0.82374,0.095,1.27,1.317,15.77
MSI,Motorola Solutions,Information Technology,Communications Equipment,381.02,63479410688,23.347858,30.579453,,5.6111913,27.295652,6.41,21.68,11313000448.0,2116000000.0,0.18704,0.26554,0.51578,0.078,1.27,0.997,12.46
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,96.66,55463051264,25.280306,34.52143,,6.7902856,4.6046114,7.876,21.393,8168000000.0,1624999936.0,0.19895001,0.31614,0.62243,0.029,1.12,1.025,2.8
NEM,Newmont,Materials,Gold,101.22,111185076224,13.117942,15.741836,,5.170677,3.3297148,5.131,9.007,21503000576.0,7186999808.0,0.33423,0.4685,0.59299,0.2,0.99,0.431,6.43
NFLX,Netflix,Communication Services,Movies & Entertainment,90.99,385554022400,28.061249,38.07113,,8.888078,14.85551,9.067,30.326,43378786304.0,10431287296.0,0.24047,0.28219998,0.48084998,0.172,,1.706,2.39
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",106.47,21253369856,12.453884,18.548782,,3.2022555,21.379519,3.135,12.218,6637000192.0,1176999936.0,0.17733999,0.24751,0.70258003,0.028,1.95,1.414,5.74
NWSA,News Corp (Class A),Communication Services,Publishing,26.19,15253039104,22.044712,31.554218,,1.7944752,1.6966832,1.886,13.968,8499999744.0,474000000.0,0.138,0.10448,0.56565,0.023,0.76,0.973,0.83
NWS,News Corp (Class B),Communication Services,Publishing,29.77,16591774720,25.058079,35.86747,,1.9519736,1.9286085,2.123,15.719,8499999744.0,474000000.0,0.138,0.10448,0.56565,0.023,0.67,0.973,0.83
NEE,NextEra Energy,Utilities,Multi-Utilities,80.93,168545599488,20.197609,25.692062,,6.409309,3.1107779,10.256,18.664,26296999936.0,6503000064.0,0.24729,0.30768,0.62041,0.053,2.8,0.733,3.15
NSC,Norfolk Southern,Industrials,Rail Transportation,287.82,64582959104,22.076725,21.970993,,5.2807,4.265454,6.605,14.227,12229999616.0,2959000064.0,0.24219,0.36578,0.46427,0.017,1.88,1.318,13.1
NI,NiSource,Utilities,Multi-Utilities,42.16,19951484928,20.461449,22.189474,,3.153338,2.2061746,5.998,13.773,6327099904.0,893500032.0,0.14155,0.22873,0.50821,0.183,2.66,0.626,1.9
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,241.03,13455141888,20.071281,28.323149,,4.8197174,4.4285007,5.53,17.464,2791686912.0,484473984.0,0.17354,0.2916,0.55268,0.01,1.36,1.017,8.51
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",63.28,93678657536,26.936829,37.005848,,2.0140316,6.6484556,2.077,25.372,46513000448.0,2524000000.0,0.05426,0.08095,0.41132998,0.006,2.59,1.291,1.71
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",22.78,10370765824,8.591752,16.38849,,1.069972,4.7290845,2.636,10.047,9692558336.0,663528000.0,0.06846,0.25507998,0.41984,0.047,,2.117,1.39
NUE,Nucor,Materials,Steel,169.4,38768656384,14.546079,23.825596,,1.2159663,1.8665638,1.381,11.073,31882999808.0,1647000064.0,0.05185,0.10421,0.114829995,0.145,1.32,1.862,7.11
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,166.16,32140462080,17.446928,24.800001,,1.0792996,24.200407,1.473,12.035,29778999296.0,1374000000.0,0.04839,0.05527,0.2175,0.057,1.06,1.253,6.7
NOC,Northrop Grumman,Industrials,Aerospace & Defense,585.66,83856539648,20.304113,21.097261,,2.0488794,5.2306013,2.422,15.071,40928002048.0,4019000064.0,0.09819999,0.13221,0.19422,0.043,1.58,0.046,27.76
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,139.28,26555207680,14.859053,16.2331,,3.347478,2.1820803,4.389,,7932899840.0,1669200000.0,0.21761,0.30332002,0.0,0.042,2.3,1.28,8.58
NVDA,Nvidia,Information Technology,Semiconductors,188.85,4597931311104,24.959162,46.745052,,24.569212,38.603844,24.256,40.279,187141996544.0,99198001152.0,0.53007,0.63168997,0.7005,0.625,0.02,2.284,4.04
NXPI,NXP Semiconductors,Information Technology,Semiconductors,221.28,55787917312,16.107243,27.318518,,4.6316247,5.5540776,5.343,16.104,12044999680.0,2060999936.0,0.17111,0.28238,0.55401003,-0.024,1.83,1.469,8.1
ORLY,O’Reilly Automotive,Consumer Discretionary,Automotive Retail,90.34,76430557184,27.325493,31.368053,,4.376644,-85.54924,4.836,21.825,17463279616.0,2484105984.0,0.14225,0.20742,0.51474,0.078,,0.616,2.88
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,42.38,41753219072,26.912893,31.161766,,1.5696108,1.4925163,2.679,5.614,26601000960.0,1460000000.0,0.08169,0.17723,0.63577,-0.077,2.27,0.392,1.36
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,7278.87,20112275456,17.589632,15.999978,,1.9004982,5.24965,1.872,10.339,10582633472.0,1433432960.0,0.13545,0.17104,0.23672001,-0.049,,1.005,454.93
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,159.19,33456666624,30.706764,32.03018,,6.0012794,7.8199143,5.978,19.025,5574922240.0,1057377024.0,0.18967,0.25655,0.39296,-0.043,0.7,1.274,4.97
OMC,Omnicom Group,Communication Services,Advertising,81.32,25806022656,8.339153,11.9941,,1.6063206,3.4017987,1.261,7.847,16065300480.0,1334599936.0,0.08307,0.15593,0.18593,0.04,3.57,0.761,6.78
ON,ON Semiconductor,Information Technology,Semiconductors,56.7,23188826112,19.451582,77.671234,,3.7475073,2.9070961,3.813,12.655,6187800064.0,319100000.0,0.051570002,0.18505,0.40297002,-0.12,,1.571,0.73
OKE,Oneok,Energy,Oil & Gas Storage & Transportation,74.34,46816055296,12.496176,13.665441,,1.4832106,2.120486,2.515,10.761,31563999232.0,3339000064.0,0.105790004,0.18160999,0.3197,0.719,5.54,0.927,5.44
ORCL,Oracle Corporation,Information Technology,Application Software,195.71,562300256256,24.578348,36.787594,,9.21562,18.773142,11.059,25.69,61015998464.0,15425000448.0,0.25280002,0.31997,0.68543,0.142,1.02,1.659,5.32
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,88.34,34671259648,19.701202,26.058994,,2.4228694,-6.3494573,2.95,16.612,14309999616.0,1347000064.0,0.09413,0.16992001,0.30384,0.04,1.9,1.007,3.39
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,111.56,58591797248,19.547169,21.87451,,1.9840441,3.02511,2.218,17.13,29531500544.0,2690899968.0,0.091120005,0.099209994,0.14876,-0.19,1.18,1.017,5.1
PANW,Palo Alto Networks,Information Technology,Systems Software,179.37,125020889088,41.346066,113.52531,,13.082288,14.3243885,12.687,87.696,9556500480.0,1116899968.0,0.11687,0.12005,0.73467004,0.157,,0.786,1.58
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,211.12,18996320256,18.285769,21.325253,,2.1656125,3.9676006,2.565,12.117,8771800064.0,888200000.0,0.10185,0.15683,0.22068001,0.06,2.37,0.902,9.9
PLTR,Palantir Technologies,Information Technology,Application Software,167.86,400083615744,166.175,381.5,,102.68657,60.70886,101.12,449.852,3896163072.0,1095366016.0,0.28114,0.33296,0.80807996,0.628,,1.495,0.44
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,893.98,113127866368,27.03588,31.848236,,5.6479216,8.188205,6.125,23.56,20029999104.0,3640999936.0,0.18178,0.21086,0.37199003,0.037,0.81,1.246,28.07
PSKY,Paramount Skydance Corporation,Communication Services,Movies & Entertainment,13.18,14539743232,12.570818,439.33334,,0.5061351,1.2054143,0.947,10.16,28726999040.0,-272000000.0,-0.00947,0.10012,0.31702,-0.004,1.52,1.179,0.03
PAYX,Paychex,Industrials,Human Resource & Employment Services,108.6,38983864320,18.36128,24.570135,,6.4608073,10.047183,7.043,14.821,6033900032.0,1595699968.0,0.26446,0.41667,0.73362,0.183,3.98,0.898,4.42
PAYC,Paycom,Industrials,Human Resource & Employment Services,152.4,8573504512,15.127391,18.931675,,4.283968,4.8048425,4.036,15.4,2001299968.0,453200000.0,0.22645001,0.22826,0.86794,0.092,0.98,0.842,8.05
PYPL,PayPal,Financials,Transaction & Payment Processing Services,58.14,55545700352,10.00878,11.674699,,1.6902715,2.7087214,1.698,8.432,32861999104.0,4917000192.0,0.14963001,0.19198999,0.41559,0.073,0.96,1.439,4.98
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,105.47,17289830400,19.5589,26.83715,,4.188022,4.5630355,4.56,17.42,4128399872.0,654099968.0,0.15844,0.23982,0.40427,0.029,1.02,1.208,3.93
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,142.23,194723856384,16.602543,27.039923,,2.108177,10.043073,2.564,13.917,92365996032.0,7223000064.0,0.078200005,0.16903,0.54269004,0.027,4.0,0.421,5.26
PFE,Pfizer,Health Care,Pharmaceuticals,25.18,143166128128,8.405437,14.639535,,2.28026,1.5427977,3.033,7.785,62784999424.0,9797000192.0,0.15654999,0.35277,0.74808,-0.059,6.83,0.42,1.72
PM,Philip Morris International,Consumer Staples,Tobacco,160.3,249529188352,19.218296,22.867332,,6.2394776,-22.86407,7.44,16.567,39992000512.0,8600999936.0,0.21574,0.40747002,0.66920996,0.094,3.67,0.436,7.01
